[42432:44024:0419/154811.467:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[42432:44024:0419/154811.563:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[51076:51104:0419/154820.202:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-4F74E18C489D7D25B701B78B89651A77 will be ignored
[42432:50508:0419/172833.434:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=79})
[50608:51436:0419/174424.326:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #931).
[50608:51436:0419/174424.376:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #933).
[50608:51436:0419/174424.393:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #933).
[50608:51436:0419/174424.461:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #936).
[50608:51436:0419/174424.476:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #936).
[50608:51436:0419/174424.527:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #938).
[50608:51436:0419/174424.545:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #938).
[50608:51436:0419/174424.559:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #938).
[50608:51436:0419/174424.626:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #941).
[50608:51436:0419/174424.676:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #943).
[50608:51436:0419/174424.693:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #943).
[50608:51436:0419/174424.710:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #943).
[50608:51436:0419/174424.759:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #945).
[50608:51436:0419/174424.776:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #945).
[50608:51436:0419/174424.792:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #945).
[50608:51436:0419/174424.859:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #948).
[50608:51436:0419/174424.909:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #950).
[50608:51436:0419/174424.926:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #950).
[50608:51436:0419/174424.976:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #952).
[50608:51436:0419/174424.992:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #952).
[50608:51436:0419/174425.043:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #954).
[50608:51436:0419/174425.060:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #954).
[50608:51436:0419/174425.076:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #954).
[50608:51436:0419/174425.143:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #957).
[50608:51436:0419/174425.159:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #957).
[50608:51436:0419/174425.210:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #959).
[50608:51436:0419/174425.226:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #959).
[50608:51436:0419/174425.243:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #959).
[50608:51436:0419/174425.293:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #961).
[50608:51436:0419/174425.310:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #961).
[50608:51436:0419/174425.326:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #961).
[50608:51436:0419/174425.376:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #963).
[50608:51436:0419/174425.392:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #963).
[50608:51436:0419/174425.409:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #963).
[50608:51436:0419/174425.476:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #966).
[50608:51436:0419/174425.525:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #968).
[50608:51436:0419/174425.542:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #968).
[50608:51436:0419/174425.560:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #968).
[50608:51436:0419/174425.576:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #968).
[50608:51436:0419/174425.627:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #970).
[50608:51436:0419/174425.644:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #970).
[50608:51436:0419/174425.709:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #973).
[50608:51436:0419/174425.760:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #975).
[50608:51436:0419/174425.776:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #975).
[50608:51436:0419/174425.792:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #975).
[50608:51436:0419/174425.842:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #977).
[50608:51436:0419/174425.860:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #977).
[50608:51436:0419/174425.876:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #977).
[50608:51436:0419/174425.943:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #980).
[50608:51436:0419/174425.993:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #982).
[50608:51436:0419/174426.009:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #982).
[50608:51436:0419/174426.027:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #982).
[50608:51436:0419/174426.076:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #984).
[50608:51436:0419/174426.093:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #984).
[50608:51436:0419/174426.109:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #984).
[50608:51436:0419/174426.175:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #987).
[50608:51436:0419/174426.193:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #987).
[50608:51436:0419/174426.226:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #988).
[50608:51436:0419/174426.244:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #988).
[50608:51436:0419/174426.260:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #988).
[50608:51436:0419/174426.276:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #988).
[50608:51436:0419/174426.326:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #990).
[50608:51436:0419/174426.393:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #993).
[42432:50508:0419/174426.408:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=80})
[50608:51436:0419/174426.410:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #993).
[50608:51436:0419/174426.459:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #995).
[50608:51436:0419/174426.477:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #995).
[50608:51436:0419/174426.492:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #995).
[50608:51436:0419/174426.543:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #997).
[50608:51436:0419/174426.560:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #997).
[50608:51436:0419/174426.626:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1000).
[50608:51436:0419/174426.642:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1000).
[50608:51436:0419/174426.710:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1003).
[50608:51436:0419/174426.726:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1003).
[50608:51436:0419/174426.777:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1005).
[50608:51436:0419/174426.792:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1005).
[50648:50788:0419/174426.809:VERBOSE1:network_delegate.cc(36)] NetworkDelegate::NotifyBeforeURLRequest: https://optimizationguide-pa.googleapis.com/v1:GetModels?key=dummytoken
[50608:51436:0419/174426.843:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1007).
[50608:51436:0419/174426.859:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1007).
[50608:51436:0419/174426.875:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1007).
[50608:51436:0419/174426.943:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1010).
[50608:51436:0419/174426.960:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1010).
[50608:51436:0419/174427.026:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1013).
[50608:51436:0419/174427.076:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1015).
[50608:51436:0419/174427.093:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1015).
[50608:51436:0419/174427.110:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1015).
[50608:51436:0419/174427.159:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1017).
[50608:51436:0419/174427.176:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1017).
[50608:51436:0419/174427.193:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1017).
[50608:51436:0419/174427.242:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1019).
[50608:51436:0419/174427.260:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1019).
[50608:51436:0419/174427.276:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1019).
[50608:51436:0419/174427.326:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1021).
[50608:51436:0419/174427.343:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1021).
[50608:51436:0419/174427.360:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1021).
[50608:51436:0419/174427.410:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1023).
[50608:51436:0419/174427.426:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1023).
[50608:51436:0419/174427.443:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1023).
[50608:51436:0419/174427.492:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1025).
[50608:51436:0419/174427.510:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1025).
[50608:51436:0419/174427.526:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1025).
[50608:51436:0419/174427.593:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1028).
[50608:51436:0419/174427.610:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1028).
[50608:51436:0419/174427.660:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1030).
[50608:51436:0419/174427.677:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1030).
[50608:51436:0419/174427.692:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1030).
[50608:51436:0419/174427.760:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1033).
[50608:51436:0419/174427.826:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1036).
[50608:51436:0419/174427.877:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1038).
[50608:51436:0419/174427.893:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1038).
[50608:51436:0419/174427.910:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1038).
[50608:51436:0419/174427.976:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1041).
[50608:51436:0419/174427.993:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1041).
[50608:51436:0419/174428.043:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1043).
[50608:51436:0419/174428.060:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1043).
[50608:51436:0419/174428.076:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1043).
[50608:51436:0419/174428.126:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1045).
[50608:51436:0419/174428.144:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1045).
[50608:51436:0419/174428.159:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1045).
[50608:51436:0419/174428.209:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1047).
[50608:51436:0419/174428.226:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1047).
[50608:51436:0419/174428.243:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1047).
[50608:51436:0419/174428.310:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1050).
[50608:51436:0419/174428.326:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1050).
[50608:51436:0419/174428.375:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1052).
[50608:51436:0419/174428.393:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1052).
[42432:50508:0419/174428.408:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000010B40015AD40}, {new_limit=81})
[50608:51436:0419/174428.409:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1052).
[50608:51436:0419/174428.459:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[50608:51436:0419/174428.476:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[50608:51436:0419/174428.542:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1057).
[50608:51436:0419/174428.559:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1057).
[50608:51436:0419/174428.626:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1060).
[50608:51436:0419/174428.676:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1062).
[50608:51436:0419/174428.692:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1062).
[50608:51436:0419/174428.709:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1062).
[50608:51436:0419/174428.776:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1065).
[50608:51436:0419/174428.792:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1065).
